Product ID,Product Title,Product Type,Vendor,Product Tags,Primary Licensor
"4328848031838","Alpha Delta Pi Olympus Tee","Shirts > Short sleeve t-shirts","Alpha Delta Pi","_tab_size-chart-3001, Alpha Delta Pi, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee","Alpha Delta Pi"
"4328848097374","Alpha Epsilon Phi Olympus Tee","Shirts > Short sleeve t-shirts","Alpha Epsilon Phi","_tab_size-chart-3001, Alpha Epsilon Phi, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee","Alpha Epsilon Phi"
"4328848162910","Alpha Gamma Delta Olympus Tee","Shirts > Short sleeve t-shirts","Alpha Gamma Delta","_tab_size-chart-3001, Alpha Gamma Delta, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee","Alpha Gamma Delta"
"4328848228446","Alpha Omicron Pi Olympus Tee","Shirts > Short sleeve t-shirts","Alpha Omicron Pi","_tab_size-chart-3001, Alpha Omicron Pi, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee","Alpha Omicron Pi"
"4328848261214","Alpha Phi Olympus Tee","Shirts > Short sleeve t-shirts","Alpha Phi","_tab_size-chart-3001, Alpha Phi, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee","Alpha Phi"
"4328848326750","Alpha Xi Delta Olympus Tee","Shirts > Short sleeve t-shirts","Alpha Xi Delta","_tab_size-chart-3001, Alpha Xi Delta, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee","Alpha Xi Delta"
"4328848457822","Chi Omega Olympus Tee","Shirts > Short sleeve t-shirts","Chi Omega","_tab_size-chart-3001, BOGO Tee, Chi Omega, Classic, DJ, Green, Red, Shirt, Tee","Chi Omega"
"4328848621662","Delta Delta Delta Olympus Tee","Shirts > Short sleeve t-shirts","Delta Delta Delta","_tab_size-chart-3001, BOGO Tee, Classic, Delta Delta Delta, DJ, Green, Red, Shirt, Tee","Delta Delta Delta"
"4328848785502","Delta Gamma Olympus Tee","Shirts > Short sleeve t-shirts","Delta Gamma","_tab_size-chart-3001, BOGO Tee, Classic, Delta Gamma, DJ, Green, Red, Shirt, Tee","Delta Gamma"
"4328848818270","Delta Zeta Olympus Tee","Shirts > Short sleeve t-shirts","Delta Zeta","_tab_size-chart-3001, BOGO Tee, Classic, Delta Zeta, DJ, Green, Red, Shirt, Tee","Delta Zeta"
"4328848883806","Gamma Phi Beta Olympus Tee","Shirts > Short sleeve t-shirts","Gamma Phi Beta","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Gamma Phi Beta, Green, Red, Shirt, Tee","Gamma Phi Beta"
"4328848949342","Kappa Alpha Theta Olympus Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Kappa Alpha Theta, Red, Shirt, Tee","Kappa Alpha Theta"
"4328849014878","Kappa Delta Olympus Tee","Shirts > Short sleeve t-shirts","Kappa Delta","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Kappa Delta, Red, Shirt, Tee","Kappa Delta"
"4328849080414","Kappa Kappa Gamma Olympus Tee","Shirts > Short sleeve t-shirts","Kappa Kappa Gamma","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Kappa Kappa Gamma, Red, Shirt, Tee","Kappa Kappa Gamma"
"4328849211486","Phi Mu Olympus Tee","Shirts > Short sleeve t-shirts","Phi Mu","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Phi Mu, Red, Shirt, Tee","Phi Mu"
"4328849244254","Pi Beta Phi Olympus Tee","Shirts > Short sleeve t-shirts","Pi Beta Phi","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Pi Beta Phi, Red, Shirt, Tee","Pi Beta Phi"
"4328849309790","Sigma Delta Tau Olympus Tee","Shirts > Short sleeve t-shirts","Sigma Delta Tau","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Red, Shirt, Sigma Delta Tau, Tee","Sigma Delta Tau"
"4328849342558","Sigma Kappa Olympus Tee","Shirts > Short sleeve t-shirts","Sigma Kappa","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Red, Shirt, Sigma Kappa, Tee","Sigma Kappa"
"4328849375326","Zeta Tau Alpha Olympus Tee","Shirts > Short sleeve t-shirts","Zeta Tau Alpha","_tab_size-chart-3001, BOGO Tee, Classic, DJ, Green, Red, Shirt, Tee, Zeta Tau Alpha","Zeta Tau Alpha"
"4335755591774","Alpha Delta Pi Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Alpha Delta Pi, Black, Long Sleeve, T6","Alpha Delta Pi"
"4335755624542","Alpha Gamma Delta Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Alpha Gamma Delta, Black, Long Sleeve, T6","Alpha Gamma Delta"
"4335755657310","Alpha Phi Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Alpha Phi, Black, Long Sleeve, T6","Alpha Phi"
"4335755690078","Alpha Xi Delta Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Alpha Xi Delta, Black, Long Sleeve, T6","Alpha Xi Delta"
"4335755722846","Alpha Chi Omega Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Alpha Chi Omega, Black, Long Sleeve, T6","Alpha Chi Omega"
"4335755755614","Chi Omega Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Chi Omega, Long Sleeve, T6","Chi Omega"
"4335755821150","Delta Delta Delta Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Delta Delta Delta, Long Sleeve, T6","Delta Delta Delta"
"4335755919454","Delta Gamma Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Delta Gamma, Long Sleeve, T6","Delta Gamma"
"4335755952222","Gamma Phi Beta Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Gamma Phi Beta, Long Sleeve, T6","Gamma Phi Beta"
"4335756050526","Kappa Alpha Theta Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Kappa Alpha Theta, Long Sleeve, T6","Kappa Alpha Theta"
"4335756116062","Kappa Delta Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Kappa Delta, Long Sleeve, T6","Kappa Delta"
"4335756181598","Kappa Kappa Gamma Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Kappa Kappa Gamma, Long Sleeve, T6","Kappa Kappa Gamma"
"4335756247134","Pi Beta Phi Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Long Sleeve, Pi Beta Phi, T6","Pi Beta Phi"
"4335756345438","Phi Mu Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Long Sleeve, Phi Mu, T6","Phi Mu"
"4335756410974","Sigma Delta Tau Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Long Sleeve, Sigma Delta Tau, T6","Sigma Delta Tau"
"4335756476510","Sigma Kappa Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Long Sleeve, Sigma Kappa, T6","Sigma Kappa"
"4335756574814","Zeta Tau Alpha Rose Long Sleeve","Shirts > Long sleeve t-shirts","Through6","_tab_size-chart-3501, Black, Long Sleeve, T6, Zeta Tau Alpha","Zeta Tau Alpha"
"4336730767454","Alpha Chi Omega Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Chi Omega","_tab_size-chart-18000, Alpha Chi Omega, Crewneck, DJ, Sweatshirt, White","Alpha Chi Omega"
"4336730931294","Alpha Delta Pi Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Delta Pi","_tab_size-chart-18000, Alpha Delta Pi, Crewneck, DJ, Sweatshirt, White","Alpha Delta Pi"
"4336731258974","Alpha Epsilon Phi Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Epsilon Phi","_tab_size-chart-18000, Alpha Epsilon Phi, Crewneck, DJ, Sweatshirt, White","Alpha Epsilon Phi"
"4336731324510","Alpha Gamma Delta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Gamma Delta","_tab_size-chart-18000, Alpha Gamma Delta, Crewneck, DJ, Sweatshirt, White","Alpha Gamma Delta"
"4336731422814","Alpha Omicron Pi Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Omicron Pi","_tab_size-chart-18000, Alpha Omicron Pi, Crewneck, DJ, Sweatshirt, White","Alpha Omicron Pi"
"4336731488350","Alpha Phi Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Phi","_tab_size-chart-18000, Alpha Phi, Crewneck, DJ, Sweatshirt, White","Alpha Phi"
"4336731553886","Alpha Xi Delta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Alpha Xi Delta","_tab_size-chart-18000, Alpha Xi Delta, Crewneck, DJ, Sweatshirt, White","Alpha Xi Delta"
"4336731619422","Chi Omega Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Chi Omega","_tab_size-chart-18000, Chi Omega, Crewneck, DJ, Sweatshirt, White","Chi Omega"
"4336731684958","Delta Delta Delta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Delta Delta","_tab_size-chart-18000, Crewneck, Delta Delta Delta, DJ, Sweatshirt, White","Delta Delta Delta"
"4336731783262","Delta Gamma Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Gamma","_tab_size-chart-18000, Crewneck, Delta Gamma, DJ, Sweatshirt, White","Delta Gamma"
"4336731848798","Delta Zeta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Delta Zeta","_tab_size-chart-18000, Crewneck, Delta Zeta, DJ, Sweatshirt, White","Delta Zeta"
"4336731947102","Gamma Phi Beta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Gamma Phi Beta","_tab_size-chart-18000, Crewneck, DJ, Gamma Phi Beta, Sweatshirt, White","Gamma Phi Beta"
"4336732635230","Kappa Alpha Theta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Alpha Theta","_tab_size-chart-18000, Crewneck, DJ, Kappa Alpha Theta, Sweatshirt, White","Kappa Alpha Theta"
"4336732766302","Kappa Delta Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Delta","_tab_size-chart-18000, Crewneck, DJ, Kappa Delta, Sweatshirt, White","Kappa Delta"
"4336732831838","Kappa Kappa Gamma Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Kappa Kappa Gamma","_tab_size-chart-18000, Crewneck, DJ, Kappa Kappa Gamma, Sweatshirt, White","Kappa Kappa Gamma"
"4336732897374","Phi Mu Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Phi Mu","_tab_size-chart-18000, Crewneck, DJ, Phi Mu, Sweatshirt, White","Phi Mu"
"4336732995678","Pi Beta Phi Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Pi Beta Phi","_tab_size-chart-18000, Crewneck, DJ, Pi Beta Phi, Sweatshirt, White","Pi Beta Phi"
"4336733061214","Sigma Delta Tau Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Sigma Delta Tau","_tab_size-chart-18000, Crewneck, DJ, Sigma Delta Tau, Sweatshirt, White","Sigma Delta Tau"
"4336733192286","Sigma Kappa Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Sigma Kappa","_tab_size-chart-18000, Crewneck, DJ, Sigma Kappa, Sweatshirt, White","Sigma Kappa"
"4336733290590","Zeta Tau Alpha Gradient Crewneck","Sweatshirts > Crewneck sweatshirts","Zeta Tau Alpha","_tab_size-chart-18000, Crewneck, DJ, Sweatshirt, White, Zeta Tau Alpha","Zeta Tau Alpha"
"4339038453854","Alpha Gamma Delta Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Alpha Gamma Delta, Crewneck, Grey, Sweatshirt, T6","Alpha Gamma Delta"
"4339038519390","Alpha Omicron Pi Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Alpha Omicron Pi, Crewneck, Grey, Sweatshirt, T6","Alpha Omicron Pi"
"4339038552158","Alpha Phi Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Alpha Phi, Crewneck, Grey, Sweatshirt, T6","Alpha Phi"
"4339038683230","Alpha Xi Delta Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Alpha Xi Delta, Crewneck, Grey, Sweatshirt, T6","Alpha Xi Delta"
"4339038781534","Alpha Chi Omega Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Alpha Chi Omega, Crewneck, Grey, Sweatshirt, T6","Alpha Chi Omega"
"4339038912606","Chi Omega Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Chi Omega, Crewneck, Grey, Sweatshirt, T6","Chi Omega"
"4339038978142","Delta Delta Delta Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Delta Delta Delta, Grey, Sweatshirt, T6","Delta Delta Delta"
"4339039043678","Delta Gamma Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Delta Gamma, Grey, Sweatshirt, T6","Delta Gamma"
"4339039109214","Gamma Phi Beta Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Gamma Phi Beta, Grey, Sweatshirt, T6","Gamma Phi Beta"
"4339039240286","Kappa Alpha Theta Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Kappa Alpha Theta, Sweatshirt, T6","Kappa Alpha Theta"
"4339039371358","Kappa Delta Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Kappa Delta, Sweatshirt, T6","Kappa Delta"
"4339039502430","Kappa Kappa Gamma Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Kappa Kappa Gamma, Sweatshirt, T6","Kappa Kappa Gamma"
"4339039699038","Pi Beta Phi Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Pi Beta Phi, Sweatshirt, T6","Pi Beta Phi"
"4339039830110","Phi Mu Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Phi Mu, Sweatshirt, T6","Phi Mu"
"4339039895646","Sigma Delta Tau Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Sigma Delta Tau, Sweatshirt, T6","Sigma Delta Tau"
"4339039928414","Sigma Kappa Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Sigma Kappa, Sweatshirt, T6","Sigma Kappa"
"4339040026718","Zeta Tau Alpha Aspen Raglan Crewneck","Sweatshirts > Crewneck sweatshirts","Through6","_tab_size-chart-191, Crewneck, Grey, Sweatshirt, T6, Zeta Tau Alpha","Zeta Tau Alpha"
"4340670857310","Alpha Delta Pi Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Delta Pi, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Delta Pi"
"4340670890078","Alpha Epsilon Phi Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Epsilon Phi, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Epsilon Phi"
"4340670922846","Alpha Gamma Delta Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Gamma Delta, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Gamma Delta"
"4340670955614","Alpha Omicron Pi Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Omicron Pi, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Omicron Pi"
"4340670988382","Alpha Phi Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Phi, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Phi"
"4340671021150","Alpha Xi Delta Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Xi Delta, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Xi Delta"
"4340671086686","Alpha Chi Omega Mineral Wash Blanket","Household items > Blankets","Through6","Alpha Chi Omega, Blanket, Grey, Home Goods, On Demand, Qbreak Low PM","Alpha Chi Omega"
"4340671119454","Chi Omega Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Chi Omega, Grey, Home Goods, On Demand, Qbreak Low PM","Chi Omega"
"4340671184990","Delta Delta Delta Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Delta Delta Delta, Grey, Home Goods, On Demand, Qbreak Low PM","Delta Delta Delta"
"4340671217758","Delta Gamma Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Delta Gamma, Grey, Home Goods, On Demand, Qbreak Low PM","Delta Gamma"
"4340671250526","Delta Zeta Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Delta Zeta, Grey, Home Goods, On Demand, Qbreak Low PM","Delta Zeta"
"4340671348830","Gamma Phi Beta Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Gamma Phi Beta, Grey, Home Goods, On Demand, Qbreak Low PM","Gamma Phi Beta"
"4340671381598","Kappa Alpha Theta Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, Kappa Alpha Theta, On Demand, Qbreak Low PM","Kappa Alpha Theta"
"4340671414366","Kappa Delta Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, Kappa Delta, On Demand, Qbreak Low PM","Kappa Delta"
"4340671447134","Kappa Kappa Gamma Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, Kappa Kappa Gamma, On Demand, Qbreak Low PM","Kappa Kappa Gamma"
"4340671479902","Pi Beta Phi Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, On Demand, Pi Beta Phi, Qbreak Low PM","Pi Beta Phi"
"4340671512670","Phi Mu Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, On Demand, Phi Mu, Qbreak Low PM","Phi Mu"
"4340671545438","Sigma Delta Tau Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, On Demand, Qbreak Low PM, Sigma Delta Tau","Sigma Delta Tau"
"4340671578206","Sigma Kappa Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, On Demand, Qbreak Low PM, Sigma Kappa","Sigma Kappa"
"4340671610974","Zeta Tau Alpha Mineral Wash Blanket","Household items > Blankets","Through6","Blanket, Grey, Home Goods, On Demand, Qbreak Low PM, Zeta Tau Alpha","Zeta Tau Alpha"
"4346425213022","Alpha Chi Omega Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Chi Omega","Accessories, Alpha Chi Omega, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Chi Omega"
"4346425245790","Alpha Delta Pi Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Delta Pi","Accessories, Alpha Delta Pi, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Delta Pi"
"4346425311326","Alpha Epsilon Phi Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Epsilon Phi","Accessories, Alpha Epsilon Phi, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Epsilon Phi"
"4346425344094","Alpha Gamma Delta Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Gamma Delta","Accessories, Alpha Gamma Delta, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Gamma Delta"
"4346425376862","Alpha Omicron Pi Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Omicron Pi","Accessories, Alpha Omicron Pi, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Omicron Pi"
"4346425409630","Alpha Phi Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Phi","Accessories, Alpha Phi, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Phi"
"4346425442398","Alpha Xi Delta Holiday Cosmetic Bag","Bags > Cosmetic bags","Alpha Xi Delta","Accessories, Alpha Xi Delta, Holiday, On Demand, Pouch, Qbreak High PM","Alpha Xi Delta"
"4346425475166","Chi Omega Holiday Cosmetic Bag","Bags > Cosmetic bags","Chi Omega","Accessories, Chi Omega, Holiday, On Demand, Pouch, Qbreak High PM","Chi Omega"
"4346425507934","Delta Delta Delta Holiday Cosmetic Bag","Bags > Cosmetic bags","Delta Delta Delta","Accessories, Delta Delta Delta, Holiday, On Demand, Pouch, Qbreak High PM","Delta Delta Delta"
"4346425573470","Delta Gamma Holiday Cosmetic Bag","Bags > Cosmetic bags","Delta Gamma","Accessories, Delta Gamma, Holiday, On Demand, Pouch, Qbreak High PM","Delta Gamma"
"4346425606238","Delta Zeta Holiday Cosmetic Bag","Bags > Cosmetic bags","Delta Zeta","Accessories, Delta Zeta, Holiday, On Demand, Pouch, Qbreak High PM","Delta Zeta"
"4346425639006","Gamma Phi Beta Holiday Cosmetic Bag","Bags > Cosmetic bags","Gamma Phi Beta","Accessories, Gamma Phi Beta, Holiday, On Demand, Pouch, Qbreak High PM","Gamma Phi Beta"
"4346425671774","Kappa Alpha Theta Holiday Cosmetic Bag","Bags > Cosmetic bags","Kappa Alpha Theta","Accessories, Holiday, Kappa Alpha Theta, On Demand, Pouch, Qbreak High PM","Kappa Alpha Theta"
"4346425704542","Kappa Delta Holiday Cosmetic Bag","Bags > Cosmetic bags","Kappa Delta","Accessories, Holiday, Kappa Delta, On Demand, Pouch, Qbreak High PM","Kappa Delta"
"4346425737310","Kappa Kappa Gamma Holiday Cosmetic Bag","Bags > Cosmetic bags","Kappa Kappa Gamma","Accessories, Holiday, Kappa Kappa Gamma, On Demand, Pouch, Qbreak High PM","Kappa Kappa Gamma"
"4346425770078","Phi Mu Holiday Cosmetic Bag","Bags > Cosmetic bags","Phi Mu","Accessories, Holiday, On Demand, Phi Mu, Pouch, Qbreak High PM","Phi Mu"
"4346425835614","Pi Beta Phi Holiday Cosmetic Bag","Bags > Cosmetic bags","Pi Beta Phi","Accessories, Holiday, On Demand, Pi Beta Phi, Pouch, Qbreak High PM","Pi Beta Phi"
"4346425868382","Sigma Delta Tau Holiday Cosmetic Bag","Bags > Cosmetic bags","Sigma Delta Tau","Accessories, Holiday, On Demand, Pouch, Qbreak High PM, Sigma Delta Tau","Sigma Delta Tau"
"4346425901150","Sigma Kappa Holiday Cosmetic Bag","Bags > Cosmetic bags","Sigma Kappa","Accessories, Holiday, On Demand, Pouch, Qbreak High PM, Sigma Kappa","Sigma Kappa"
"4346425933918","Zeta Tau Alpha Holiday Cosmetic Bag","Bags > Cosmetic bags","Zeta Tau Alpha","Accessories, Holiday, On Demand, Pouch, Qbreak High PM, Zeta Tau Alpha","Zeta Tau Alpha"
"4346458865758","Alpha Chi Omega Santa Tee","Shirts > Short sleeve t-shirts","Alpha Chi Omega","_tab_size-chart-3001, Alpha Chi Omega, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Chi Omega"
"4346459062366","Alpha Delta Pi Santa Tee","Shirts > Short sleeve t-shirts","Alpha Delta Pi","_tab_size-chart-3001, Alpha Delta Pi, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Delta Pi"
"4346459193438","Alpha Epsilon Phi Santa Tee","Shirts > Short sleeve t-shirts","Alpha Epsilon Phi","_tab_size-chart-3001, Alpha Epsilon Phi, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Epsilon Phi"
"4346459291742","Alpha Gamma Delta Santa Tee","Shirts > Short sleeve t-shirts","Alpha Gamma Delta","_tab_size-chart-3001, Alpha Gamma Delta, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Gamma Delta"
"4346459422814","Alpha Omicron Pi Santa Tee","Shirts > Short sleeve t-shirts","Alpha Omicron Pi","_tab_size-chart-3001, Alpha Omicron Pi, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Omicron Pi"
"4346459488350","Alpha Phi Santa Tee","Shirts > Short sleeve t-shirts","Alpha Phi","_tab_size-chart-3001, Alpha Phi, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Phi"
"4346459586654","Alpha Xi Delta Santa Tee","Shirts > Short sleeve t-shirts","Alpha Xi Delta","_tab_size-chart-3001, Alpha Xi Delta, BOGO Tee, DJ, Grey, Holiday, Shirt, Tee","Alpha Xi Delta"
"4346459652190","Chi Omega Santa Tee","Shirts > Short sleeve t-shirts","Chi Omega","_tab_size-chart-3001, BOGO Tee, Chi Omega, DJ, Grey, Holiday, Shirt, Tee","Chi Omega"
"4346459717726","Delta Delta Delta Santa Tee","Shirts > Short sleeve t-shirts","Delta Delta Delta","_tab_size-chart-3001, BOGO Tee, Delta Delta Delta, DJ, Grey, Holiday, Shirt, Tee","Delta Delta Delta"
"4346459816030","Delta Gamma Santa Tee","Shirts > Short sleeve t-shirts","Delta Gamma","_tab_size-chart-3001, BOGO Tee, Delta Gamma, DJ, Grey, Holiday, Shirt, Tee","Delta Gamma"
"4346459848798","Delta Zeta Santa Tee","Shirts > Short sleeve t-shirts","Delta Zeta","_tab_size-chart-3001, BOGO Tee, Delta Zeta, DJ, Grey, Holiday, Shirt, Tee","Delta Zeta"
"4346459947102","Gamma Phi Beta Santa Tee","Shirts > Short sleeve t-shirts","Gamma Phi Beta","_tab_size-chart-3001, BOGO Tee, DJ, Gamma Phi Beta, Grey, Holiday, Shirt, Tee","Gamma Phi Beta"
"4346460012638","Kappa Alpha Theta Santa Tee","Shirts > Short sleeve t-shirts","Kappa Alpha Theta","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Kappa Alpha Theta, Shirt, Tee","Kappa Alpha Theta"
"4346460242014","Kappa Delta Santa Tee","Shirts > Short sleeve t-shirts","Kappa Delta","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Kappa Delta, Shirt, Tee","Kappa Delta"
"4346460536926","Kappa Kappa Gamma Santa Tee","Shirts > Short sleeve t-shirts","Kappa Kappa Gamma","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Kappa Kappa Gamma, Shirt, Tee","Kappa Kappa Gamma"
"4346460602462","Phi Mu Santa Tee","Shirts > Short sleeve t-shirts","Phi Mu","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Phi Mu, Shirt, Tee","Phi Mu"
"4346460667998","Pi Beta Phi Santa Tee","Shirts > Short sleeve t-shirts","Pi Beta Phi","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Pi Beta Phi, Shirt, Tee","Pi Beta Phi"
"4346460733534","Sigma Delta Tau Santa Tee","Shirts > Short sleeve t-shirts","Sigma Delta Tau","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Shirt, Sigma Delta Tau, Tee","Sigma Delta Tau"
"4346460831838","Sigma Kappa Santa Tee","Shirts > Short sleeve t-shirts","Sigma Kappa","_tab_size-chart-3001, BOGO Tee, DJ, Grey, Holiday, Shirt, Sigma Kappa, Tee","Sigma Kappa"
